p,a,b,
0.8952566944681324,-0.4313904762208616,0.4778414974261287,
0.845061891172265,0.39066262254610096,0.40617526065259346,
0.32357888211878894,-0.522733168172834,0.7311892535401432,
0.14599481519105392,-0.7569560930394519,-0.49877487745710924,
0.08115362943376586,0.9411096787297222,0.6031312725343332,
0.11842399893697106,0.738178265704382,-0.23514055139608092,
0.5500331081244402,-0.28156859409410306,0.7747351960691313,
0.269016391556169,-0.09905992813066677,0.6363774092468244,
0.23788908226343755,0.31057101538100507,0.1944743994622926,
0.5495793853435228,0.4983639188051745,0.18795942585598335,
0.9768567187360238,0.13763362212649266,-0.20141297819111514,
0.005262751465777153,0.8157777278121778,0.29306576173975696,
0.22403799018089898,0.6077413024359963,-0.8634100601271752,
0.12566581711993882,-0.18211588609280138,-0.3490139854352421,
0.011251986477295847,0.8193169108648266,-0.697683632793691,
0.7265608776953202,0.9780715678953964,0.8501326667666158,
0.14633117229309153,-0.1671628484706078,-0.8750378656397926,
0.2778104006782283,-0.052512867989781054,0.5171572634371748,
0.24065275109604792,-0.2034897951216461,-0.815623253943768,
0.006984486609280766,-0.9353122440394697,-0.6492550868675897,
0.25536346943218724,0.32817495321072476,0.9679527097830978,
0.6565428444012504,0.3644374038635776,-0.5446389041505262,
0.2961832348369169,-0.27299749816122776,-0.34207698337912773,
0.014106792092656346,-0.86247977537272,-0.9277044232784133,
0.38510810808614876,0.5357863936669904,-0.7132282699195358,
0.010080402353451659,-0.5844882311040704,0.3544978668966914,
0.014917800843826453,0.8086738723272433,0.7835858143590886,
0.007628486704378576,-0.26074062788550934,0.09534829733345096,
0.030720145024977975,0.1944745968541668,-0.8044727460560215,
0.12138506191440068,-0.7530893185103287,0.6667833566874455,
0.9837613979612113,-0.43719597172835845,0.5813542356351251,
0.026583251182410707,6.575784638989113E-4,-0.6704639935943895,
0.06512206142417483,-0.5386431691423041,0.2831536416413114,
0.036374196905988504,0.4275319770603243,-0.1591110553487567,
0.8985367038152265,0.956303779005103,-0.803402475600683,
0.3708030823059043,-0.8719028245276601,-0.38772726977675087,
0.3083108601979512,-0.6147811455676182,-0.23909150867605877,
4.984640197281734E-4,0.1105049626551109,-0.5489864628307788,
0.09657696873362895,0.0798469073261916,-0.07164355924075716,
0.07983794872701351,-0.11961651224258696,0.32919757643462266,
7.966291640180432E-5,-0.7854112477811805,0.7636347579905056,
0.8340766525763791,0.6692970632032089,-0.9291773569281956,
0.001704119301147766,0.8326105410246234,0.0016024128672718074,
0.38394357391363554,-0.04892091564722767,0.30428295358587065,
0.6300672097789827,0.23302496681570672,0.7451013891295122,
0.11283955651618656,0.6419957422053097,-0.08735225341056996,
0.029197381459684587,0.9813110823610565,-0.044520764236647414,
0.20439700103115913,0.28094559802004015,-0.8517340013884576,
0.8591023141783615,-0.19768962417282832,0.013879517604400204,
0.16854626553022933,-0.7982854232487442,-0.03673436167683808,
0.49826360462452884,-0.7674213932632501,-0.5287028585943887,
0.10531426172601804,-0.9020091079440087,0.7025413970144021,
0.1880769147397946,-0.9204691461341987,0.9373188123559957,
0.04709473695256288,-0.46263387619471597,-0.6522927491943014,
0.05647537484363434,-0.36346343641522405,-0.6675488603201793,
0.8157112126562436,-0.08847942358831307,0.4991390508553224,
0.5588761334904853,-0.3118998013072838,-0.36244777484767265,
0.5049135562664189,0.3570450455009464,-0.9485714129554212,
0.2306197620713521,-0.9108741999468282,0.18693957562526053,
6.512292524380378E-5,0.6791826762503619,-0.3753373964974689,
0.37095406947748133,-0.4369648411091851,-0.21190718182307933,
0.011302000036034153,0.827235076096456,-0.23678713100749582,
0.25606468792500814,0.9558259801919131,0.8156928513815354,
1.4935030976693234E-4,-0.9331568345457484,-0.7002026986233587,
0.5911340792173588,0.35755799587871095,0.8542153847883229,
0.16811657230295293,-0.7070289646813155,-0.9879786478927801,
0.008586270978663206,0.8042994894398972,-0.14199321239677487,
0.5406891831686813,0.4177951995662854,-0.5867726971092417,
0.22836625233968078,-0.12827733220667814,-0.8230170352206614,
0.2743199495379061,-0.05383604729646918,-0.41095227097338705,
0.38444314497291165,0.9040524575312967,-0.7062186027361825,
0.0011263655979253633,0.7592584388604724,0.5043862584669319,
0.015283862951370412,-0.18527864547533457,-0.381811893998365,
1.1865089507765674E-4,-0.03003969002469331,0.36952120025098645,
0.21244349495093093,-0.7686782486815642,0.10365879341844408,
0.5313593555343175,0.9980705500658635,0.3829857889005266,
0.4130527154212339,0.8930072673406328,-0.8381474599403735,
0.9563245543351071,0.9991881705396808,-0.6530108435027346,
0.004190380659611413,-0.2960788479755123,-0.9888269609350497,
0.7643591155666394,0.48071134118209113,-0.3856432213729213,
0.10608310301774128,-0.41084464180736346,-0.40890158766869855,
0.14619727567338278,0.7532792113166293,0.9124803247884843,
0.2344212781058797,0.07826543911477302,-0.9022407994944477,
0.22956210643612396,0.7908947012843985,-0.056914072266612825,
0.026293026257729987,-0.5015384741929185,0.47333935322055365,
0.4445028864746373,0.6643713740266473,-0.5295005216560922,
0.2871150024997079,-0.9896481416275575,-0.2437598732441555,
0.6109262432398129,0.6516988063075069,0.16930592794185206,
0.07988613076636218,0.16303726946855757,0.9054363093993409,
0.9606398078325997,0.8219140000521685,0.7885966531095521,
0.03231971095668429,-0.7412041471881787,0.7633422037852149,
0.5551076772139346,0.26612636628081354,-0.8676119716584361,
0.031467581897119214,0.42127245765563126,-0.8426281074612632,
0.21429449826733127,0.5600284007474874,-0.46641110827851184,
0.5942984659067938,-0.6422440945462131,0.3726047320951993,
0.056467490318335534,-0.3147420462073067,0.7766291354264221,
0.6925442336458472,-0.21560328378970461,0.5897231517599801,
0.5425946946931189,-0.7097571677018695,0.12258535735906428,
0.6282309549763607,-0.7022057260746306,-0.6933752219119658,
4.727142465361065E-4,0.5543432517959443,0.9842720524426243,
0.49232532197959933,-0.19604521338337366,-0.7166135014111521,
0.16273538107779523,-0.25473250521057667,-0.10902515068287943,
0.6851758024557656,0.9166373748556762,-0.11117973144981463,
5.309186815641937E-4,-0.20421992793198362,-0.37849078385326096,
0.7906988787610449,-0.5176672349416618,0.07703327331025012,
0.23517698029105566,0.7025232841143727,-0.8991507269359957,
0.8000770464678544,-0.008002455790456997,-0.3036389358147922,
0.020275486020588263,0.77018219468093,0.028173949905864637,
0.263447425795708,0.3040096180526666,0.7517009444598302,
0.5439197878649282,0.674694933552747,-0.3105247088350471,
0.7861721769378034,-0.2832315817697655,0.5006139823411704,
0.007238505599451705,0.06608526173942209,0.17155615657018664,
0.03598994432051506,0.31611007475139097,0.9736213945158505,
0.7059658059592407,-0.9438081222303514,-0.5184033010152795,
0.42098901994315313,-0.413433702074099,-0.3143391290922004,
0.9653921054575381,-0.14260313397635183,-0.9781944226692321,
0.9848365106507505,-0.34206020525757674,-0.09972321920742178,
0.2716146485090161,0.6125034325594048,-0.06508427588269616,
0.10877814072929418,0.4580278597910219,0.7744843569263926,
0.9279876503887196,-0.5373899150563886,-0.46931420569398496,
0.13682734919355358,0.7645773064537977,-0.11501041847727667,
0.8758206191420785,-0.7670122911842605,-0.03436183755589117,
0.4793898755350194,-0.8006115254902324,0.1608756562824385,
5.3180936401136775E-5,0.7477437704741068,-0.778503649558687,
0.14206921838267755,0.8948268763662124,0.4740867459465261,
0.19400783599090593,-0.6044707678797381,-0.9467323293586962,
0.028403383134473447,0.39933906721796464,0.29608310588589526,
0.04742836347296217,-0.5433613698436257,0.1707221127258023,
0.20379904038623903,0.9498208476294683,0.013655809037877997,
0.3654845236769729,0.5299484550405291,0.7593267241600947,
0.11372409902428475,-0.4235829665649158,-0.9424403946618147,
1.108391766405745E-6,-0.6346071295994755,-0.5832039102892361,
0.5073232571229062,0.48849429175634773,-0.06792752147975634,
0.5062795113086026,-0.3059627605359827,0.06704547251263326,
0.5542463427937216,0.1357924648649671,0.5445054718012488,
0.03048740136299545,-0.19959805735474667,0.6414652865049473,
0.16500934433773856,0.2702089901775062,0.40436946101345494,
0.07760322125500708,0.4501497416319822,-0.2993272241355056,
0.2544011694267549,-0.08338618529809083,-0.4727674108860227,
0.40683508446024647,0.7934064279429094,0.25579672163513156,
0.2630856331513475,-0.4871035449302126,-0.24248544236603564,
0.7090452956669254,-0.6316404391619392,-0.3102073495695079,
0.030645377107546515,-0.6017344496961077,-0.7680896653651623,
0.19712751314377813,0.4803831214552896,-0.8063931285405384,
0.13254286415897001,-0.34829165885489277,0.005650694584826033,
0.42859957815473054,-0.2613593332274522,0.36179563887532074,
0.5320079605918764,0.6791033946449248,0.5263059432961654,
0.47056684254022285,-0.9940073253342465,-0.06383051937201545,
0.12491414228192431,-0.9098991863278116,-0.3287685616397409,
0.8703327109289832,0.5182492342420537,-0.07602491696375036,
0.035431597115149135,0.39645385387992405,-0.5780883015225153,
0.604388229533151,0.3915879788294039,0.007133052951013408,
0.4090990643075454,-0.049692634532370494,-0.22709935990694774,
0.3946826739702431,0.6663586906808079,-0.22104019496966387,
0.044019611096574957,-0.40525255805213534,0.7846441347729702,
0.1029779730401001,-0.06465427228142073,0.26092439501196085,
0.3205839073294372,0.8867493870959502,-0.40907995376634365,
0.006702746782828993,0.36259537791386154,0.5422684917007541,
0.08437279181613427,-0.8025963824368725,0.9478866579379719,
0.3678455318556149,0.8115506378614112,-0.4792287590963453,
0.5700874731936181,-0.9009404264245131,-0.9231124230268093,
0.2875529020302627,0.4552376931075297,-0.08629465309221218,
0.2149056363492658,-0.27239662683433163,-0.7446577669487442,
0.8994312904363299,-0.6666889432207057,0.8835774036965962,
0.27059347753817886,-0.3431666230858914,0.3882265606117583,
0.04146854854127461,-0.44693255852736513,0.354726971357757,
0.4414124362044433,0.21491222565483636,-0.5900619610772013,
0.06594802254155151,0.03793270426387996,0.3025364539038209,
0.942775096117412,-0.5618430274318313,0.17458513421397637,
0.07115256650274572,0.641575239873579,-0.05294999107783571,
0.19222233053105628,0.8804894193583954,0.8125342046995803,
0.504132016232213,0.7456333335090921,-0.21790695997451937,
0.3929829907114255,0.3688157865911563,0.7540071361612424,
0.010180081352362607,0.20918517120472946,0.691801304533068,
0.04900843297528348,-0.9803744860796686,0.800562955648483,
0.38542599542305767,-0.7697769161860795,-0.5932243072191461,
0.2139726756041756,-0.036428663080538826,-0.4927370476861914,
0.38179135498935274,-0.6400761199335221,-0.9633768295254233,
0.2992792573170944,-0.04763389487479874,0.8126705788787743,
0.9717161785807472,-0.3046982952533983,0.72176612716217,
0.018065170266102357,0.49977501847380124,-0.02891228327166151,
0.750808991728163,0.26789324898359324,-0.5215230866487912,
0.9485139507370569,0.5749627424118426,0.9393907358890017,
0.20349998070008504,-0.6593222899007027,-0.5598740914610187,
0.38139622848108096,-0.9631008988148833,-0.47887775177043124,
0.01947838710698205,0.5053932475513583,-0.9368879439577615,
0.005027196994178517,-0.09902533829590321,0.8206327345273108,
0.04089019943144926,0.5039797689024625,0.6626306284575363,
0.0028726404428861705,0.43693246882885806,0.46981138827375646,
0.17520093170994244,-0.5935176101258335,-0.8918822052588797,
0.2023466475346762,-0.7364272465018857,-0.6991293553474387,
0.47099508284982133,0.14520853356068764,0.35643096456708756,
0.21232065405154668,0.9894932142616455,0.5641514124916955,
0.04632745813347388,0.46466813079381986,0.768399370305195,
0.17582308564745933,-0.5247845076974791,-0.45848532971532086,
0.8954331952817779,0.6606714117858188,-0.9224196355539906,
0.00834713056194237,-0.5242607401204502,0.01577921755398548,
0.0016290450302533196,-0.689931995125505,-0.40990439936023537,
0.1398690737503328,0.8105320548921311,-0.3397842043206811,
0.9924181704300248,0.9302148702526034,0.6131241094139304,
0.1605515846346408,0.568322770143745,-0.49559353946675166,
0.02294385846632588,-0.004344600021890299,-0.5754270729849091,
0.2384766251406998,0.8307832662767598,-0.6855062415290163,
0.21585057660353363,-0.4005218023136248,-0.2223810309647163,
0.0797188888866113,0.8116796779510222,0.00872688459435067,
0.004661744034731712,0.9387036110829081,0.7861577287179273,
0.003898890644745734,-0.13196354317709713,0.7212526401418626,
0.0022541441783495886,-0.8471884575940523,0.3545703289551698,
0.11082618877564397,0.031334109773177854,-0.8368383856897323,
0.8822473010889471,0.49599546639217507,0.7308569836022343,
0.5354637688688986,0.5600278177815885,0.18700515243869043,
0.3932078128180675,-0.37930802959685783,-0.16704221832008193,
0.002794761960923512,0.41140242709433905,0.27091876856174557,
0.217240766108696,-0.7452281822920923,0.9117280308703417,
0.49820827089877623,0.028833452899181156,-0.4714223572241627,
0.7013639640699084,-0.8279317500759278,-0.6329541321263161,
0.06751018577391632,-0.5817009494224012,0.726110313214732,
0.08848815093209116,0.8029318522778945,-0.0893296616436714,
0.8269754418232614,0.694282032316158,0.26100936750852055,
0.1741539251815348,-0.9105164939542212,0.47116403384419403,
0.13092052325879858,0.8514092077679605,0.7090521977237145,
0.010134489884701076,-0.09399018300827966,0.6910125556796873,
1.5397998884104341E-4,-0.9652301975382338,0.21987141151284084,
9.848523106387794E-5,0.40147324968166065,0.7656241430466513,
0.14610944933721604,0.8888592893138707,-0.015873718018578176,
0.14722404514264387,-0.5660522908596048,0.1812839027177089,
0.642944021459596,-0.5604806147551256,0.20215257552330446,
0.1267685745594265,-0.49951097225979835,0.714962326578976,
0.030970571158315682,-0.15124798097545455,-0.2673461257502887,
0.5153235676114173,-0.1673094864083542,-0.34326104975592875,
0.11195989822799797,-0.9558716624201054,-0.6870461742500376,
0.195946266954375,-0.06588762106857837,-0.7567329079167706,
0.08583658925016126,0.815994142411939,-0.8055528451378686,
0.016100008999322152,0.23101093231438874,0.359956773542065,
0.3011721660934619,0.2909760301437079,0.05903936427544054,
0.9784386696252586,-0.7363419788498362,0.11060358613686194,
0.07139016016469374,-0.04855131044602734,-0.30335093853831707,
0.06386712882941079,-0.08113339514964979,0.22829280436429822,
0.052958802526257606,-0.7754308596492636,0.4762524654354372,
0.3428742394515144,0.8512024691530833,0.25891467022941983,
0.1478230353117412,0.39074513919760356,0.49509638625183117,
0.36881185200592803,0.026446586878800638,0.7422058020382252,
2.866375289674946E-4,-0.4746720993536997,0.4420990654559427,
0.8806118085687711,0.5015367273217872,0.4318524598517015,
0.24310088239765093,0.024686098909411758,0.6116814009160216,
0.09154042156363679,-0.0410797557489464,0.40875719427971524,
0.005855511122824303,-0.38038514396924916,-0.39145355955950634,
0.009826232870323501,-0.4034580148482301,-0.018637657013870212,
0.7996571672443373,0.505212591209588,-0.8815100478248008,
0.043258426776205984,0.7397739169925004,-0.7518465911523473,
0.9329607662928907,0.6225632753994361,0.2215277115051626,
0.4925778605610305,0.727518137418689,0.5313403780718298,
0.2201537929427736,-0.8118929439703746,0.9821042200795489,
8.743554939384633E-5,-0.5754372872371927,-0.6036849707955607,
0.018067747590078984,0.4782737759744784,0.35427480824082047,
0.1710554265353722,-0.1351014967336135,0.008605101577109364,
0.6724809123407717,0.05930880446483733,0.9709858730932983,
0.24662733613916926,0.6102659579628045,-0.5975647666891759,
0.5996559359250428,0.2019858048201726,0.35565943213722306,
0.005139977461964203,-0.6048667941814945,0.6994358017347437,
0.020684812749007655,0.7395945085067921,-0.6988851906785074,
0.44975324356222673,-0.3484657886764311,-0.09435790187434967,
0.9530099627760383,0.5671951380042586,0.027463205797592982,
0.8745259352120786,-0.24427368119809367,-0.6324599142473857,
0.4058520883522552,0.40583171940790597,-0.997536177933315,
6.304060365193206E-4,0.4638920379556506,-0.46310011301544374,
0.0024602041211075503,0.7987948700091894,-0.8408331245709073,
2.863621999027131E-4,0.12795701430745487,0.09388191111813571,
0.9282899760919427,-0.5312198053679018,0.9283017442034043,
0.21105742183557788,0.1555561387401747,-0.036399980980570845,
0.27913020897648927,0.6284467574474062,0.031097628420868384,
0.68545690980886,0.3572143562836667,0.5768416438512534,
0.695363216202978,0.07908705514631054,-0.7050312538123578,
0.14419014851594425,-0.5453535738280066,-0.554653996866826,
0.18486014174691315,0.1885675729061893,0.7463636959042901,
0.09669930783871834,-0.6211546694908814,-0.69894048745693,
2.0225395416629809E-4,-0.018856824290428786,0.9291438857586038,
0.025266369381106855,-0.214856521242061,-0.046008380813088445,
0.6378802860726482,0.11348154182839587,-0.7520632153944862,
0.8171135419190035,0.03745566826630142,0.1591390403284687,
0.041737376007732425,0.8912484205491578,0.8437518885450435,
0.053199584636812375,0.7728320893846028,-0.77329898025685,
0.674401589060927,0.1742736775613467,0.029412535935589013,
0.07329305496680519,0.6452325823601515,-0.22065308859999844,
0.02268953276843913,0.7899996895608419,-0.06744266019887557,
0.5339461464831208,-0.28273881160149483,0.8019987627319887,
0.005488623565390451,-0.3384246605557766,0.10288279619402774,
0.008299253679809335,0.08278218371083468,-0.8240545505830319,
0.6380487407208738,-0.9337505122896539,0.36599925790866283,
0.5216444181505839,0.30848613709672,-0.8415699896560374,
0.06564562618634165,0.04821292411163336,-0.299920494904778,
0.30194464791344855,-0.6985725006530727,0.7880973679124368,
0.09818039024540337,-0.0969443358108737,0.5503915892909599,
0.8560914026905826,-0.37548992078723287,-0.05446381343547024,
0.10094774089804016,0.8260497170153303,-0.9654206151500333,
0.12625068743045728,-0.6369898228700974,0.005496028578212853,
0.048763461519867525,-0.9198088689706438,-0.46544982875105356,
0.627047256477674,0.495634273084242,-0.0766701392553295,
5.817094837180974E-4,-0.24017500031457129,-0.7964247187075189,
0.6661701501036795,0.3513519996464016,0.5770439661016493,
0.06825098124621438,-0.3741783077188252,0.22629567925365324,
0.05667665824574681,0.7927264630575457,-0.12295394793810765,
0.23833024447072915,0.8864774733808882,-0.39863139038780915,
0.06352237445829555,-0.012930777969942353,0.7044523930023145,
0.08265873121043939,0.5407445676713116,0.07619763227371612,
0.8256330803181605,-0.21780784938246978,-0.038901231852314755,
0.5319135203129451,0.9726759465193926,0.8482259526057558,
2.171152298896763E-4,-0.9903470045275022,0.3414931834282948,
0.941767662251798,0.32456814612549056,-0.5423421140805076,
0.08839150362804857,-0.7247742338081118,-0.23357229339383379,
0.8551673218311775,0.5579452790691859,0.9355956360978739,
0.5105089008881305,-0.5879237603651564,-0.13234182320360888,
0.11572046979103232,0.2995572110804656,-0.030238277340090214,
0.5324003272945049,-0.4460678042640096,0.4102037033482908,
0.1677261568053758,-0.323345305405192,-0.38063995405698026,
0.006205052630651989,-0.08701006341599116,0.966543624805883,
0.25462403760184427,-0.826082134984498,0.49387294302650386,
0.5619968900165042,0.24016118584548418,0.758540254693864,
0.28147974212876975,-0.9081138261295636,-0.5111963111362134,
0.8923911488153774,-0.5828372266499566,-0.9830645881981368,
0.8229007852846001,0.034656251135453786,0.48980603879688767,
0.2030861811364756,-0.918988406711134,-0.035018333377790256,
0.5212621134560065,-0.008469071304486375,0.055676115036952245,
0.438340639063125,-0.8929363037554938,0.5234958717784068,
0.532549058470401,0.92875249815743,0.22581348627582454,
0.005208954233156938,0.8277886199515596,-0.2529681794080745,
0.35765223382486944,0.41789021975975427,-0.20587205141025922,
0.11363452136209067,-0.43196349826948466,0.6482936172095706,
0.4004931979466735,0.3629083734983518,0.013350027602044845,
0.5027216808126256,-0.5459467451906459,-0.4834684080783793,
0.7541493319463652,0.90532500795746,-0.1474317063295083,
0.9050958863033896,0.8656573558160654,0.45010993250378317,
0.6477179048673419,-0.6537333013610851,-0.40461199788996827,
2.755282553962097E-4,0.6434537208514954,-0.2773688672733263,
0.27817032964396393,-0.9694829594192103,0.5417381154009082,
2.4530577907330152E-5,0.6107897412556975,-0.7690298663741297,
0.854032840892474,-0.5366359176853508,0.1102831095311243,
0.8739497054792468,-0.4776358026351295,-0.4547640211606221,
0.40282087111992027,-0.6365626971315883,-0.179129719028555,
0.9951245826911236,0.6466208943468434,-0.11859486426621313,
0.29010451429608264,0.5680968580680748,0.6926348258789246,
0.13061769657091984,-0.5905219986575008,0.6934555431115477,
0.8634039597077746,-0.5620262579626525,0.4309759197813896,
0.24533919340594387,0.7944945713072122,0.4619914812288022,
0.22299574134953748,0.21231069626187904,-0.13602923689128987,
0.07989944253024069,0.2824238357739546,-0.9497085601527442,
0.6037844400608811,0.8664426039919417,0.09323621357811951,
0.3272115302923886,0.3378864841527949,0.24147817566716068,
0.016004015492243107,0.2790484630981138,-0.4781214372146785,
0.004666295773521938,0.011477992155327188,-0.9174530571726311,
0.0021372025551366822,0.03594896046494167,0.4157947613174968,
0.2396926297289233,0.9358291184817278,-0.32716994382928766,
0.4256005896429341,0.8479890756221886,0.6615552026767446,
0.08769167019577281,0.27306375895094237,-0.7821006781024318,
0.826843854204156,0.6910337655457066,0.07266529864637694,
0.4299785493953962,-0.7191342651417021,0.4189160610748095,
0.12026235300468455,0.43807528063997214,-0.9217666544060581,
0.27926580334317724,-0.9865834907016282,-0.31852790009467435,
0.7503289484628222,0.7394266693590792,0.878623719211749,
0.3436758899337295,-0.07621810068112089,-0.5792409877171771,
0.7032064842039657,0.895694857651574,0.11237875883852166,
0.19684363865667218,-0.03950393761196369,0.8127106075788619,
0.6138033053693156,-0.320321932743707,0.21630745841308552,
0.11897878125743246,0.4164268300583511,-0.5578013097038574,
0.014426676980476718,-0.46930403048229485,0.9071474154661006,
0.6733406774822916,-0.7515957234470481,-0.6668247672515557,
0.48869525526857016,-0.18104363625545683,0.0947413812172484,
0.07202880928435398,-0.7067967088810281,0.09484140139492347,
0.4098226093170003,-0.9352985527497053,0.9080294033617708,
0.018517165732892554,-0.1201160267501915,-0.035493540961144765,
0.019240462354634065,-0.26102262735952886,8.083414833461866E-4,
0.349067501391319,0.13532607629559257,-0.0961614660112533,
0.3275059175441561,0.4913026243458263,-0.16572878271974356,
0.015160527205308806,-0.45791149404722953,0.997565775546351,
0.7299213329428818,0.6138638532426828,0.3621414532712601,
0.05254553687496325,-0.017847357872790015,-0.14122906287064874,
0.47769554083703075,0.3509381754032881,0.8734357179143752,
0.6608964062185004,-0.46095936718138586,-0.6960426556855914,
0.8783517371665615,-0.6513948326834857,0.9302079733559645,
0.5803649911659325,0.12328355775086175,0.646411246590451,
0.23598602182198333,-0.8961351862594593,0.7379479525808164,
0.04620916344926385,-0.31822023927618615,-0.7960977655455233,
0.5109224003135743,0.1110418895376748,-0.5704836137826024,
0.2673920173727571,-0.05386182287715657,0.2875333601082779,
0.5330192515283222,0.5941397621645068,-0.09994977934704852,
0.12243744129403317,0.5813302629229964,0.05676768204659077,
0.0446109961448975,-0.5759374386416791,-0.7921565554251646,
0.11057026526772108,0.08333185948423583,-0.4164500795036987,
0.5843213105944125,-0.2366140676943187,-0.7695541214901673,
0.02252437382041921,-0.9603855684490652,0.616606883762671,
0.4421477007773216,-0.2704402828569965,-0.13422735415744635,
0.5540116112933715,-0.606244985294156,0.18654825454999058,
0.005550951408330138,-0.1949291251506322,-0.5863440960151713,
0.2069346777833496,-0.9426314235817281,0.6941724596391388,
0.2067027225000758,0.7819963801912841,0.034810356747193794,
0.1632205240906398,-0.7487519288351216,0.10154551439245418,
0.13205710272783747,0.9444380419217913,0.17416554290999353,
0.13386353784049654,-0.9795397862706232,-0.6415980604649532,
0.21826314092149912,-0.4457738623363403,0.6922765653373779,
0.23213894480065228,-0.9160346099883399,-0.9660929587354832,
0.9489993879255274,0.2677177533481079,-0.1294667261001483,
0.0227023372917057,-0.20047747536473115,-0.0846079562093367,
0.029498955801252863,-0.06586869372081416,-0.8661099936656906,
0.18987471192771047,0.12001087625213924,0.23399931490648318,
0.36111422194784604,0.2788707777974406,-0.7047372193277524,
0.9686297717422077,-0.4052475325726168,0.17067147552960193,
0.23671478839990767,0.2187736132465068,-0.8014568343893012,
0.8924442282849459,-0.7947203542680097,-0.5013206369129313,
0.7292472907609319,0.5649022527945669,0.8074563958634264,
0.21790839903130388,-0.5637046381810129,-0.220687318453888,
0.6697031514054667,-0.6211952442165065,0.45373631503198397,
0.31956438571203827,0.40776957132337044,0.07577203316788261,
