skilled,tired,testPerformance,
false,false,70.05106167280765,
false,false,70.2472928954633,
false,false,64.77677472987494,
false,false,71.58144715790576,
true,true,74.10999281866455,
true,true,67.06830006876002,
false,true,28.439865947429222,
false,true,29.818995660979876,
false,true,32.11641299070204,
false,false,71.11979507419039,
false,true,26.570193725053404,
false,false,65.3250887797861,
false,true,30.4364705119783,
false,false,63.95654505647794,
false,true,31.055858437376298,
false,false,71.33145734359259,
false,true,30.215848944707343,
false,true,32.74431283452835,
false,true,33.33403516771512,
true,false,88.95498234432348,
false,false,70.19019186542893,
false,true,22.556467837245453,
false,false,71.54881428034503,
false,true,40.902637650483264,
false,false,69.27228527942887,
false,false,70.02311712891151,
false,true,27.152105056911573,
false,true,31.194827567335743,
false,false,68.47459098510674,
false,true,25.950608865640575,
true,true,62.92434163007232,
false,false,67.37669145176193,
false,false,72.95876444256434,
false,false,67.3333411913273,
false,false,67.16999952823008,
false,false,71.52862856270389,
false,false,74.59089220488755,
false,true,23.457236340568414,
false,false,65.22415201691005,
false,true,32.06410154473058,
false,true,26.49962001732807,
false,false,72.09064018236448,
false,false,70.29497218113552,
true,false,85.36349903742274,
false,false,69.63246878332225,
false,false,66.62259509261291,
true,true,64.77252206327373,
false,false,68.82060930803958,
true,false,93.1378976053238,
true,false,89.05386260756838,
false,true,31.198451638538167,
false,true,28.43406882445591,
false,false,69.2174931207464,
true,true,68.8673107721788,
false,false,68.28473075004086,
false,true,31.064785084805578,
false,true,34.46122015050625,
false,true,31.094651310076905,
false,false,69.09179867484599,
false,false,70.79136958229874,
true,true,68.8222314243125,
false,true,29.739122482232517,
false,false,70.73075351703606,
false,true,28.24133693389567,
false,true,25.272673071579263,
false,false,67.89780677427552,
false,false,71.66089936809863,
false,true,24.07711214579949,
true,true,65.32953614212865,
false,true,29.647782683562365,
false,true,28.087893311191593,
true,true,73.87264046456482,
false,false,68.64610681053558,
true,true,75.59520958414889,
false,false,73.75474194081373,
true,true,66.36113612735674,
false,false,70.54333551620063,
false,true,28.624225348880888,
false,true,35.098999331037646,
false,false,70.86717102024751,
true,false,89.93285022210159,
false,false,67.33062974732769,
false,false,70.95197907018807,
false,true,27.570578857720527,
true,false,89.44865662865834,
false,false,70.73796900664526,
false,false,71.30852780546613,
false,true,32.291852551385475,
true,false,93.37979350975591,
false,false,70.98308049499413,
false,false,69.24588183456193,
false,true,27.89932284719207,
false,true,33.919812713479715,
false,false,68.51036861617852,
false,false,69.25449712844706,
false,true,34.04624743512994,
false,true,25.0266741591284,
false,false,70.89366502526823,
false,true,37.35128013243036,
false,false,67.73453602633832,
false,true,38.52086396167391,
false,false,67.86653213900001,
true,true,70.3850830879351,
true,true,74.79377947485317,
false,true,32.554013540468034,
false,true,27.034403325845755,
false,true,26.23160740293386,
false,false,67.53807486237307,
false,false,70.13399236564905,
true,false,87.06203394761293,
false,true,33.68685910575796,
false,true,23.50377098274745,
false,true,27.39676312084554,
true,false,89.99529356188796,
false,false,70.03201927918101,
false,false,67.77296440367101,
false,false,71.45588278565234,
false,false,68.21981724300119,
false,true,39.19237505074,
false,true,27.554240992964438,
false,false,70.04271605996155,
false,true,28.149762020668867,
false,false,70.94802464179001,
true,false,87.56111919786986,
false,true,29.77181904514098,
false,false,74.91779679811505,
true,true,72.00443611163453,
true,true,79.23953691043475,
true,false,91.54714527328959,
false,false,65.58292408922433,
false,true,32.78042667513725,
true,false,89.88247775642338,
false,false,68.80889176990705,
true,false,93.21815734229571,
false,false,71.15647461302677,
false,true,28.67360690911091,
false,false,71.54725276737635,
false,false,69.07327034067349,
false,true,32.67114175625831,
false,true,26.529741565881338,
false,true,30.54871764445897,
false,true,31.229751792395014,
true,false,90.25581914830059,
false,false,71.22215459810847,
true,false,92.62155789040744,
false,true,33.80867184147684,
false,false,68.7488797023889,
false,false,67.90061829591902,
false,false,66.10656699530429,
false,true,30.692665110286153,
false,true,26.633599180722907,
false,false,70.21543554758843,
false,true,38.16515166039282,
true,false,88.46647331687436,
false,true,28.492543082233365,
true,false,90.86915616025742,
true,false,90.60829396107982,
true,true,71.38154800264591,
true,false,90.82799711682497,
false,true,26.304660386664008,
false,false,71.7863489270566,
false,false,72.3218846006372,
false,true,30.25312170744013,
true,false,92.62948954744533,
false,false,67.37521245496305,
false,false,72.80900066915098,
false,true,30.122589148605957,
false,false,69.45801640806026,
true,true,67.7352223078382,
false,false,69.22566484130958,
false,false,71.68904753896723,
false,true,29.28963709674263,
true,false,87.532786223904,
false,true,34.65580408796871,
true,false,90.834653791849,
false,false,69.56710885022517,
false,false,72.56456310272144,
false,true,28.23513864470654,
false,true,30.625253357484755,
false,true,31.479548880999225,
false,true,30.726477742894357,
false,false,70.1134047794011,
false,false,71.22463545431931,
false,true,28.87994440133911,
true,false,93.98177867600329,
false,false,70.73862650949073,
true,false,93.35381604708037,
false,true,23.004347137098108,
true,true,65.36783636596412,
true,false,89.68847311881217,
false,true,24.76233977972431,
false,true,31.301490281708347,
false,false,68.86752001582744,
false,true,30.323713507891608,
true,true,72.07299634263978,
false,true,23.566528038795795,
false,false,65.6118159999881,
true,false,88.87620812088096,
false,false,71.39605375191735,
false,true,24.656488836205266,
false,true,31.71735051153091,
true,true,75.29742165034763,
true,false,89.95329755123997,
false,true,28.425822845589863,
false,false,68.78250091048514,
false,false,71.13809743802162,
false,true,28.819482626270254,
false,true,31.966998433346635,
false,false,71.33601871013134,
false,false,66.9392487583159,
false,false,73.07564551292035,
false,true,31.49627520013788,
true,false,89.39229372899808,
false,false,69.21763114007284,
false,true,33.19989544712857,
false,true,24.515536462253365,
false,true,34.46243884961212,
false,true,23.38233458743369,
false,false,68.93079664351413,
false,false,73.55778915526,
false,true,24.910099434807577,
false,false,71.5284155091862,
true,false,89.19627914191021,
false,false,70.14160628265985,
true,true,70.39942186967725,
false,false,67.9661178384265,
false,false,72.68087705212838,
false,true,33.41820149946859,
false,true,33.81622248630012,
false,false,71.05522528211374,
false,false,72.23444570670256,
false,true,30.46805938581943,
false,false,72.81724139567385,
false,true,33.36053054051986,
false,false,68.29409430612006,
false,true,25.345745730764428,
false,true,28.206034822407734,
false,false,69.04152337935618,
false,false,67.68229312841325,
false,true,33.74108581931164,
false,false,70.51497638599594,
false,false,66.92678019843568,
false,false,67.33770224911675,
false,false,73.6080267811095,
false,true,34.092214008092796,
false,true,26.209683634049856,
true,true,70.45380631330525,
false,true,24.451633104148804,
false,true,24.156468078883925,
false,false,70.66053735241475,
false,true,29.70671112929749,
false,false,73.9359559182216,
true,true,74.93668215289368,
false,false,73.00185868342635,
false,true,29.204829240606802,
true,true,72.37805395615845,
false,false,67.38815812592063,
false,false,70.50054015255408,
false,true,27.60859894289748,
false,false,68.1862436229645,
true,false,89.9377063430081,
false,true,31.77987796244634,
false,false,72.79089617574301,
false,true,31.948181528620676,
true,false,88.84321342591892,
false,true,28.455162069958643,
false,true,36.59648612247667,
false,true,30.393797424980434,
false,true,31.83564177544438,
false,true,30.865274438509566,
false,false,74.15527231859757,
true,false,89.74043792735357,
false,false,70.74432750185748,
true,true,70.61878417564957,
false,false,72.04442105721041,
false,false,68.56915045980097,
false,true,31.16143154308336,
false,false,69.12829137428353,
false,true,36.65766941861839,
false,false,70.08157236805029,
false,false,68.03615823715062,
false,false,68.16627585690942,
false,false,68.9225937709867,
false,true,29.35137586978488,
true,true,67.75401692584086,
false,false,66.44472802746031,
false,true,35.12509794664004,
false,false,69.64975769001461,
true,true,73.95485914061665,
false,false,70.36398747381216,
false,true,35.12364073694897,
false,false,75.85895942195674,
false,true,34.47125711982309,
false,false,66.09357411651274,
true,false,89.17006584295632,
false,false,73.22061680289303,
false,false,69.80544857557338,
false,true,28.063438833440188,
false,false,72.2135698765424,
false,false,69.9585128894643,
false,false,65.80049351780103,
false,true,33.53539128843252,
false,false,72.7830188516448,
false,true,32.78183226609585,
false,false,69.43998326054255,
false,true,28.021955835520004,
false,false,68.3534397845184,
false,true,26.673994383730793,
false,false,70.56241002259421,
false,true,35.894956360811115,
false,false,67.55757598833743,
false,false,73.20619840145447,
true,true,66.63287376061396,
true,true,69.15088667747911,
false,false,66.1017567245773,
false,true,28.37187951395061,
true,false,89.94055835231568,
false,true,33.984583652699335,
false,false,67.67157172047229,
false,true,27.717268106199455,
false,false,70.65712553440834,
false,true,32.629819935127074,
false,false,65.706029028298,
true,true,64.7065111770528,
true,true,70.7854709786386,
false,true,25.85880127820999,
false,true,31.98839424034808,
false,true,29.926086397917917,
false,true,30.84608100039756,
false,false,71.76557862699619,
false,true,27.585412002603285,
false,true,31.497400175260594,
false,false,65.20159388581396,
true,true,60.83364819781544,
true,true,72.54740809561797,
false,false,67.81956879666991,
true,false,88.10450035918615,
false,true,29.996468119681474,
false,false,69.07785128306554,
true,true,71.4651122162494,
false,true,32.76915697447315,
false,false,70.72795301632245,
false,false,69.21567947534834,
true,false,87.05544400477986,
false,false,70.99268920988881,
false,true,27.263809729379812,
false,true,32.27127916183843,
true,false,91.6343829977961,
true,true,70.95505698632398,
false,false,68.42686906466217,
false,false,68.52143908589917,
false,false,72.28591380637505,
true,false,93.46636924977213,
true,false,92.84257409823516,
true,false,88.35582302709388,
false,false,73.15858332279629,
false,false,70.58082417372654,
false,false,66.78167475157387,
false,false,68.58279947885738,
false,false,69.8490566333883,
false,true,26.720795196783122,
false,true,28.00001818397846,
true,true,65.83221629217138,
false,true,26.79768010307359,
false,true,26.48113100835412,
false,false,67.72667375450796,
false,true,36.53703440176962,
true,true,65.45971926673839,
false,false,69.5639736611685,
false,false,71.73287906047538,
false,true,21.465421184767997,
false,false,70.87939578834421,
false,false,69.02917782315816,
false,false,68.15184700087102,
false,true,34.89300682208217,
true,false,93.24790281639203,
false,false,74.45158773099789,
false,true,29.476727084937597,
false,true,34.6793455009559,
false,false,70.84796998002007,
true,true,66.93908401705225,
false,true,27.380977307014085,
false,false,70.46380095093791,
false,false,73.88015486152526,
false,false,69.84029370675195,
false,true,30.26654169067712,
false,true,32.700867418849796,
false,true,34.65060432512059,
false,true,29.49330774065691,
false,true,34.23656260509817,
true,true,74.34705068499916,
false,true,40.920384420170016,
false,true,32.293594932876665,
false,true,32.26065169563512,
false,false,69.79893259287769,
true,false,88.49163613238537,
true,false,93.07530226688613,
true,true,71.77418935223196,
false,false,68.52731213450808,
false,true,32.72910695472663,
false,false,63.4585200131853,
false,false,68.87642903753134,
false,true,29.04285798532771,
false,false,73.64921410641696,
false,false,71.99508241215764,
false,false,70.20142290168863,
true,false,89.77514049381264,
false,false,66.68456188245321,
false,false,66.52844082017351,
true,true,71.78969382102899,
false,true,36.51036130168198,
false,true,35.43763949564854,
false,true,29.24191352797673,
false,false,74.17681342288682,
false,false,70.21638874627803,
false,true,37.18063162548093,
false,false,66.84213101637017,
false,true,24.778580475295538,
false,false,70.87390320735295,
false,false,67.39486321781499,
false,false,70.01815284286113,
false,false,70.28283484222435,
false,true,32.700521281716966,
true,true,76.01547943764245,
false,true,23.407743132456805,
false,true,33.881348254200645,
false,false,70.33946213798072,
false,true,34.447666959959754,
false,false,69.03348442780225,
false,true,31.991280200177833,
false,false,70.74721611855753,
false,true,29.952783087133614,
false,true,29.114932619272874,
false,false,70.24892542773982,
false,true,26.156930258820008,
false,true,26.895476100925713,
true,false,86.97011940434524,
false,false,69.2401784143772,
false,true,32.18608135281819,
false,false,70.28465810713811,
false,false,70.63637136274068,
false,false,68.66152895854557,
false,false,67.932244523289,
true,true,71.78965823638052,
false,false,71.7138063648773,
false,false,68.8025635913205,
false,false,68.59599592168377,
false,true,29.365843948515383,
true,false,87.67929070579358,
false,false,70.74310425525881,
false,true,32.312342514153954,
false,false,71.05301412699642,
true,true,67.4495354790758,
false,false,67.00108983646686,
false,true,35.1104622153643,
false,true,36.51584057199479,
false,true,33.11382439368072,
false,false,71.09832708562922,
false,false,67.09111027649645,
false,true,20.38529121938617,
true,false,88.13885551224993,
false,true,28.79473693126381,
false,true,35.174311217564174,
false,false,70.0205930648739,
false,true,31.648115809816556,
true,false,90.06842852675041,
false,false,70.37043702156495,
false,false,68.73357212032136,
false,true,27.27697395713847,
true,true,70.07538381568935,
false,false,69.52451596840737,
false,false,69.89794283053776,
false,false,67.8921919243028,
false,true,32.93720726956889,
false,false,77.05113975182068,
false,true,35.33051363344953,
false,false,71.4627690501974,
false,false,72.17987250701964,
false,true,31.19292052298812,
false,true,26.613604222775663,
false,false,69.63534767097934,
true,true,72.72467006329268,
false,true,33.30705825833369,
true,false,89.43729595650748,
false,true,30.97600636731033,
false,true,27.014236129049692,
false,false,72.36485594166552,
false,false,69.6141566783359,
false,true,26.99035779879054,
true,true,66.93436171888472,
false,true,24.48573758673127,
false,true,28.744107779980276,
true,true,66.33390962705734,
false,true,29.01561667958764,
true,false,90.95822500606191,
false,true,28.89338399156836,
false,true,35.164430716312644,
false,false,67.73083982379178,
false,false,69.59444338382596,
false,false,69.0942444907178,
false,false,67.19374747470796,
false,true,32.6594077310248,
false,false,71.05712423058702,
false,true,27.134418531044293,
true,false,92.2112812079149,
false,false,67.571504802799,
false,false,68.92416824887881,
false,false,69.80970435592798,
false,false,69.34512117113712,
false,true,26.572417607688624,
false,false,67.94623784481404,
false,true,30.524144045554984,
false,false,70.2035360458386,
false,false,71.63776079891021,
false,false,72.10821824938867,
false,true,24.1170062886917,
false,false,67.66423348194954,
false,true,31.437574794300893,
false,true,30.045592285748164,
false,false,67.71672285874781,
false,true,28.394113273428793,
false,false,72.83641896484443,
false,true,27.91400259170458,
false,false,72.70795123814014,
true,false,88.34050698562088,
false,false,69.23603935408528,
false,false,68.21647266296675,
false,false,70.34984291938103,
false,true,36.46018444651756,
false,true,28.150355376097632,
false,false,68.4404381019137,
false,false,68.22592622916503,
false,false,70.46186965013486,
false,false,70.77095334106443,
false,true,29.60254618134652,
false,false,75.41577136352542,
false,true,26.463260599631077,
false,true,35.620864900798,
false,true,26.486643395249175,
false,true,33.11796194815218,
true,false,90.37287059447793,
false,false,70.95793975918245,
false,false,71.41474900186267,
false,true,26.746399639890885,
false,false,68.3277134422661,
false,true,29.7669265517474,
false,true,39.30971359893259,
false,true,39.48624263504539,
false,true,32.732242390178364,
false,true,28.990465502361975,
false,false,71.7546333198991,
false,true,35.230755691961335,
false,true,30.155316086730988,
false,false,69.30434261050127,
false,true,32.3326325750719,
false,false,71.52184654125088,
true,false,90.26725036641456,
false,false,67.80902095086114,
false,false,70.10793554959987,
false,false,69.27406249261489,
false,true,26.68841199939549,
true,true,67.40530210349434,
false,true,33.024024546436685,
false,false,73.7922778684884,
false,true,33.606255361341105,
false,false,69.69571221570962,
false,false,70.4168125199543,
false,false,73.30789312311646,
false,false,70.51037613327969,
false,false,70.95566295355289,
false,true,30.762866186858254,
false,false,67.25455679056604,
false,true,27.83826270556,
false,false,72.36690077372116,
false,true,37.70931349596749,
true,true,75.61929938550885,
false,true,33.56263487749419,
false,false,71.4013659692321,
false,true,29.389497791229836,
false,true,20.8209173399301,
false,true,26.49669498663897,
false,true,29.096152162936832,
false,true,29.63120628125639,
false,true,30.752185089409977,
false,true,32.575273235135214,
false,false,70.22149207769698,
false,true,22.67316928470831,
false,false,69.16316685111346,
false,false,68.94357979890229,
false,true,31.031444337520842,
true,false,91.30056036416296,
false,false,70.55669024842982,
true,false,90.19260165948681,
true,false,90.17717108680206,
false,true,29.047298384845295,
true,false,92.0559634412785,
true,false,90.99862649875065,
false,true,25.34644676739839,
true,true,64.87868694410295,
false,true,30.399496417250777,
false,false,70.33019820571386,
false,true,31.006147724219097,
false,false,67.87179747909735,
false,true,30.649293509866684,
false,true,29.876465735379902,
false,true,32.35453536281207,
true,true,71.73659993992358,
false,false,67.8271799049541,
true,true,70.81328732200403,
false,false,70.30940597879606,
false,false,71.85673639536587,
false,false,68.95307539944201,
false,true,26.670498403205833,
true,false,88.48190022597501,
false,false,67.77577699230189,
true,false,88.46294867920153,
false,true,30.68253751479621,
false,true,29.615038438121672,
false,true,31.257463862075078,
false,true,29.064610454292954,
false,false,71.07085711016181,
false,true,29.336688084570397,
false,false,72.51128170765244,
false,true,31.48619225064112,
false,false,69.82977861214837,
false,false,67.34049919444064,
true,false,92.10891090713618,
false,true,33.48487713742809,
false,true,27.77601967325317,
false,false,70.44108411932764,
true,true,75.88370757231655,
false,true,27.7214828711485,
false,false,71.46072751310713,
false,false,70.01338409708924,
false,true,30.49300545439996,
false,true,30.95546157107738,
false,false,69.8266833456138,
false,true,30.341126169278187,
false,true,28.95052586241262,
false,false,66.55853319174742,
false,true,30.849245271541626,
true,true,76.12655117181829,
false,true,25.51611139068475,
false,false,68.64768290640203,
false,true,21.44182055749296,
false,false,67.3062024541757,
false,true,27.395368457663242,
true,false,89.88951990426483,
false,false,71.43410054689618,
false,false,69.85164370677663,
false,true,39.60709482141752,
false,true,32.42726397881948,
false,true,29.037829641541435,
false,false,72.09915209875146,
false,false,66.76547185497856,
false,false,68.61482034911555,
true,false,90.62168690524133,
true,true,78.90988048497647,
true,false,92.57118755299612,
false,false,69.5390402118511,
false,false,68.93436699524513,
false,true,28.201114469050395,
false,false,64.6041155734353,
false,false,66.70241955793468,
false,false,68.70458510667578,
true,true,69.21536644847998,
false,true,33.54431481120446,
false,true,33.58072632066799,
true,false,92.31456739261051,
false,true,27.25043210215149,
false,false,69.82938657888491,
false,false,69.87481213718108,
false,false,69.91788882664804,
false,false,67.12648151524289,
true,true,77.69075369164912,
true,false,93.69371201113125,
false,false,64.49938095269863,
false,false,70.75518983441393,
false,true,33.510468301402234,
false,true,28.573400669282613,
false,false,72.14459620578526,
false,false,74.00108194553756,
false,true,26.769335312455272,
false,true,26.132667246551396,
false,true,27.231509854683225,
true,false,86.9320411733105,
false,true,29.05024906495285,
true,true,71.9524700196136,
true,true,61.752613293186734,
false,false,73.23387193240218,
false,false,71.50901285637428,
false,false,71.35455393777995,
false,true,36.28236920391886,
false,true,29.9118696432199,
false,false,72.20316778380584,
false,true,29.89938863079932,
false,true,30.87913274407771,
false,true,31.734652487755135,
false,false,72.1861646247922,
false,false,66.7306578395373,
true,true,65.76861535882324,
false,false,70.23208166165354,
true,false,91.76814884154352,
false,false,69.82469913384818,
true,true,67.9322941163826,
false,false,66.88901268907851,
true,true,71.85466469639451,
false,false,70.37143758604203,
false,true,39.11913696192932,
false,false,69.63394992175337,
true,false,91.10207876162819,
false,false,72.09107931525827,
true,true,72.50387009821463,
false,true,27.61084143447016,
false,false,65.59508621940199,
false,false,68.35562687314544,
false,false,72.10931786175715,
false,false,73.66573804630681,
false,true,27.8182829496358,
false,true,25.42619499983808,
false,false,67.52440335951279,
false,true,29.27912740715785,
false,true,22.218222692463883,
false,true,31.194554368042255,
false,false,69.58871006590442,
true,false,88.99091108731535,
false,true,28.03811817520407,
false,true,35.91193141543564,
false,true,29.492233461544703,
true,false,91.58324223397646,
false,true,29.40705018319371,
false,true,22.57360348469636,
true,true,66.30628555776542,
false,false,70.44188907687595,
true,false,86.45349742563386,
false,false,72.94542485729508,
true,true,74.53668073353455,
false,true,29.23845066700787,
true,false,89.83509039414514,
false,false,72.69358112607335,
false,false,70.70676960521382,
false,true,29.561709278523008,
false,true,26.60695330417959,
false,false,67.37719633271536,
false,false,67.96993849664862,
false,true,26.424027054953747,
false,true,23.12086651008302,
false,true,24.091243477838066,
false,true,25.084362536736727,
false,true,28.18566991934187,
false,false,69.5957932891066,
false,true,36.84869228150034,
false,false,70.92253933927414,
false,false,68.29298452693315,
false,false,69.10433800099915,
true,false,88.1098895131798,
false,true,27.109201735677644,
false,true,34.04254611300322,
false,true,33.23638750428827,
false,true,29.511497887882488,
false,false,68.88361033900641,
true,false,89.91413421036786,
false,false,73.84562568978538,
false,false,70.70797868716787,
false,true,34.24089340585739,
false,true,28.020402165851632,
false,false,69.50310836104205,
false,false,68.7227508099329,
false,true,27.69739783988331,
false,true,24.20459027477326,
false,true,22.733741816179496,
false,true,28.715631222013744,
false,false,69.71585649065776,
true,true,75.91124971838305,
false,true,28.053725593510055,
false,false,70.08012581825245,
true,false,89.17858158339662,
false,true,26.27223422690807,
false,true,33.92369350945523,
true,false,89.13347781471394,
true,false,91.96064485607701,
false,false,71.10926080136402,
false,false,69.03050753808012,
false,true,23.91183811411424,
false,false,71.33440248670664,
false,false,71.73906680016856,
false,true,30.805686248110334,
false,true,35.79542972275173,
false,false,70.00466815517916,
false,true,34.14423336855976,
false,true,38.73286629178559,
false,true,20.977151353714866,
false,true,27.356376353479817,
false,false,71.14313007220625,
false,true,31.59429569350336,
false,false,71.71746695526157,
true,false,87.79167672457787,
false,true,31.811490562393,
false,true,32.66048046807287,
false,false,67.77033749902068,
false,false,63.16734929259332,
false,true,29.52887777646478,
false,false,65.11545325568798,
false,false,68.8683628368603,
false,false,70.36882391851533,
false,false,75.20888117471922,
false,false,71.77005262521335,
true,false,88.6155359524413,
false,false,69.72384856921833,
false,true,24.548604948253722,
true,true,66.55991972567645,
false,false,70.06747034955664,
false,true,27.827293049064007,
false,false,69.07890551621293,
false,true,27.02370149828255,
true,true,64.10315456094625,
false,false,66.64932724563933,
true,true,74.37192398389375,
false,true,25.53900805558105,
false,true,31.46310751596127,
true,true,67.47112052443971,
false,false,70.79541381599788,
false,false,70.76563310894974,
false,false,73.07269254737315,
false,true,34.148776252786654,
true,false,88.38504536092937,
false,false,71.14815262078366,
false,false,71.7757053712037,
false,true,30.410880147640917,
false,true,26.91861427506382,
false,false,71.12790182238975,
false,true,30.85638964205557,
false,false,71.28723662805554,
true,true,63.592832729818994,
true,true,65.81904538362643,
false,true,28.809034617180586,
false,true,28.45725458015881,
true,true,70.29929794432589,
false,false,72.49373307178617,
false,true,27.408751218699837,
false,true,23.009334410007703,
false,false,67.30308389309829,
false,true,29.234666701369928,
false,false,64.92868282473418,
false,true,33.66096516393523,
false,true,37.468927460940314,
false,true,30.112639219969044,
false,true,28.07257535687349,
false,true,33.102054817025355,
false,true,27.104449446768093,
false,false,74.01807560391187,
false,true,38.38788514001138,
true,false,86.73057655918798,
false,true,35.30638818779429,
true,true,69.36470082384325,
false,true,20.07637127705226,
false,true,30.920343571697003,
false,true,34.111967985642636,
false,false,67.53591222537946,
false,false,70.74525707820376,
true,false,91.22908325084576,
false,false,70.03198020131035,
false,false,68.64894156338455,
false,false,73.21711978600689,
true,true,71.19325650127765,
true,false,87.24146276179131,
false,false,70.15475995174978,
false,true,37.70589809110227,
true,false,88.69281988119964,
false,true,30.75249759036135,
true,false,90.25866185455486,
true,false,93.23399315997959,
false,true,29.900747558020527,
false,true,36.86647587278561,
false,true,33.45674428172893,
false,false,68.2473244309254,
false,true,31.93589621733669,
false,false,69.65496030773565,
false,false,66.7763662002378,
true,false,89.26682461647343,
true,true,66.5387370726578,
false,false,67.880953122772,
true,false,91.05355293220107,
false,false,67.66280031028751,
false,false,69.7298489042483,
false,true,27.600202130946702,
false,true,32.56873714043077,
false,false,70.2861849889952,
false,true,23.51925955892523,
false,false,69.00739824993242,
false,true,31.10247636599915,
false,false,74.55640495040765,
false,true,35.53365587514359,
false,true,28.19291085366691,
false,true,36.565366139272285,
false,true,28.482561473614176,
false,false,67.1547710943,
false,false,67.31919614773119,
false,false,69.8732230117341,
false,false,71.49962745970265,
true,true,67.38359015140684,
false,true,27.86938748453045,
false,false,70.68673441646584,
false,true,30.183487771252135,
false,false,67.8752743531097,
false,false,71.42666728680193,
false,false,73.576737822619,
false,true,21.91724896121015,
false,true,32.7012272326895,
false,true,35.899498775535776,
true,false,88.27222996685241,
false,false,72.65271559481329,
false,true,24.353333122612465,
false,false,70.76303418013939,
false,false,69.48058837096872,
false,true,34.357984030460315,
false,true,32.46195057414014,
false,false,72.96797390530399,
false,true,31.879079090456887,
true,true,74.95631268002334,
false,false,71.14688677610233,
true,false,88.91867967078909,
true,false,92.76288808523601,
false,false,68.81315490095041,
false,true,25.78418334728732,
false,true,31.71414662423928,
false,false,66.39031127345127,
false,true,27.324070529318167,
false,false,69.12402029804075,
true,true,70.49702480834313,
false,true,24.175111585241496,
false,true,35.10737868333385,
false,true,26.486679427770582,
false,true,34.341343806026366,
true,true,63.25970067260696,
false,true,32.78580896411505,
false,false,72.66521546270978,
false,true,34.3613936843149,
false,false,73.70242245814076,
false,true,25.80615484250519,
false,false,68.41092278250561,
false,false,71.93924739027199,
false,true,26.498132560786424,
false,true,33.24842677230223,
true,true,65.47126106709214,
false,false,72.05371897924962,
false,false,70.72261304422688,
false,true,24.82766450568854,
false,true,27.028623213574853,
false,false,71.58691719013778,
true,true,76.93110151186168,
false,true,31.197943321379945,
false,false,69.44859696535269,
true,true,63.69767720943418,
true,false,92.60225157795946,
false,false,72.21802418134706,
false,true,27.352678351021936,
false,false,70.0278091814407,
false,true,26.12082589671618,
true,false,93.00203954271635,
false,false,75.61198870732346,
false,false,74.07422374119211,
false,false,66.64061128114669,
false,true,32.8348659643393,
false,false,71.85425074996418,
true,false,89.30719072944909,
true,false,90.47933800576669,
